player_id,player_object_id,player_name,dob,dod,gender,batting_style,bowling_style,country_id,image_url,image_metadata
492,4188,Donald Bradman,1908-08-27,2001-02-25,M,right-hand bat,legbreak,2.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304000/304057.png","{'id': 304057, 'url': '/db/PICTURES/CMS/304000/304057.png', 'slug': 'donald-bradman-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Donald Bradman portrait', 'objectId': 1223022, 'peerUrls': None, 'longCaption': 'Donald Bradman portrait, May 2020', 'photographer': None}"
1543,13340,Mike Gatting,1957-06-06,,M,right-hand bat,right-arm medium,1.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/51800/51899.4.jpg","{'id': 51899, 'url': '/db/PICTURES/CMS/51800/51899.4.jpg', 'slug': 'mike-gatting-player-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 230, 'caption': 'Mike Gatting, player portrait', 'objectId': 214534, 'peerUrls': None, 'longCaption': 'Mike Gatting, player portrait', 'photographer': 'Adrian Murrell'}"
53429,315586,Chadwick Walton,1985-07-03,,M,right-hand bat,,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/312100/312189.png","{'id': 312189, 'url': '/db/PICTURES/CMS/312100/312189.png', 'slug': 'chadwick-walton-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 201, 'caption': 'Chadwick Walton portrait', 'objectId': 1239256, 'peerUrls': None, 'longCaption': 'Chadwick Walton portrait, November 2020', 'photographer': None}"
2271,24725,Martin Suji,1971-06-02,,M,right-hand bat,right-arm medium-fast,26.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/38400/38444.3.jpg","{'id': 38444, 'url': '/db/PICTURES/CMS/38400/38444.3.jpg', 'slug': 'martin-suji', 'width': 160, 'credit': 'Kenya Cricket Association', 'height': 235, 'caption': 'Martin Suji', 'objectId': 24724, 'peerUrls': None, 'longCaption': 'Martin Suji', 'photographer': None}"
1052,52287,Rohan Kanhai,1935-12-26,,M,right-hand bat,right-arm medium,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/326500/326577.4.jpg","{'id': 326577, 'url': '/db/PICTURES/CMS/326500/326577.4.jpg', 'slug': 'rohan-kanhai-player-portrait', 'width': 160, 'credit': 'PA Photos/Getty Images', 'height': 245, 'caption': 'Rohan Kanhai, player portrait', 'objectId': 1275664, 'peerUrls': None, 'longCaption': 'Rohan Kanhai, player portrait', 'photographer': None}"
10456,51660,Travis Dowlin,1977-02-24,,M,right-hand bat,right-arm offbreak,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/108400/108472.1.jpg","{'id': 108472, 'url': '/db/PICTURES/CMS/108400/108472.1.jpg', 'slug': 'travis-dowlin-player-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 198, 'caption': 'Travis Dowlin, player portrait', 'objectId': 425915, 'peerUrls': None, 'longCaption': 'Travis Dowlin, player portrait', 'photographer': None}"
48654,214695,Alexei Kervezee,1989-09-11,,M,right-hand bat,right-arm medium,15.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/157100/157121.1.jpg","{'id': 157121, 'url': '/db/PICTURES/CMS/157100/157121.1.jpg', 'slug': 'alexei-kervezee', 'width': 160, 'credit': 'Getty Images', 'height': 192, 'caption': 'Alexei Kervezee', 'objectId': 631736, 'peerUrls': None, 'longCaption': 'Alexei Kervezee', 'photographer': None}"
72399,670035,Brandon King,1994-12-16,,M,right-hand bat,,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/232700/232775.jpg","{'id': 232775, 'url': '/db/PICTURES/CMS/232700/232775.jpg', 'slug': 'brandon-king-profile-photo', 'width': 160, 'credit': 'Craig Cozier', 'height': 200, 'caption': 'Brandon King profile photo', 'objectId': 966419, 'peerUrls': None, 'longCaption': 'Brandon King profile photo', 'photographer': None}"
8999,33141,Ambati Rayudu,1985-09-23,,M,right-hand bat,right-arm offbreak,6.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/309000/309096.png","{'id': 309096, 'url': '/db/PICTURES/CMS/309000/309096.png', 'slug': 'ambati-rayudu-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Ambati Rayudu portrait', 'objectId': 1232613, 'peerUrls': None, 'longCaption': 'Ambati Rayudu portrait, September 2020', 'photographer': None}"
706,5607,Lindsay Hassett,1913-08-28,1993-06-16,M,right-hand bat,right-arm medium,2.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304200/304268.jpg","{'id': 304268, 'url': '/db/PICTURES/CMS/304200/304268.jpg', 'slug': 'lindsay-hassett-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 198, 'caption': 'Lindsay Hassett portrait', 'objectId': 1223448, 'peerUrls': None, 'longCaption': 'Lindsay Hassett portrait, May 2020', 'photographer': None}"
450,6154,Alan Kippax,1897-05-25,1972-09-05,M,right-hand bat,legbreak,2.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/DB/122004/056944.player.jpg","{'id': 50006, 'url': '/db/PICTURES/DB/122004/056944.player.jpg', 'slug': 'alan-kippax', 'width': 160, 'credit': 'ESPNcricinfo Ltd', 'height': 206, 'caption': 'Alan Kippax', 'objectId': 6153, 'peerUrls': None, 'longCaption': 'Alan Kippax', 'photographer': None}"
106722,1204130,Harshvardhan Mandhyan,1990-10-20,,M,right-hand bat,right-arm offbreak,139.0,,
1869,30934,Sanjay Manjrekar,1965-07-12,,M,right-hand bat,right-arm offbreak,6.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/DB/062004/053138.player.jpg","{'id': 25302, 'url': '/db/PICTURES/DB/062004/053138.player.jpg', 'slug': 'sanjay-manjrekar', 'width': 160, 'credit': 'Getty Images', 'height': 195, 'caption': 'Sanjay Manjrekar', 'objectId': 30933, 'peerUrls': None, 'longCaption': 'Sanjay Manjrekar', 'photographer': None}"
1084,51239,Basil Butcher,1933-09-03,2019-12-16,M,right-hand bat,legbreak,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/298000/298089.15.jpg","{'id': 298089, 'url': '/db/PICTURES/CMS/298000/298089.15.jpg', 'slug': 'basil-butcher-was-one-of-wisden-s-cricketers-of-the-year-in-1970', 'width': 160, 'credit': 'Getty Images', 'height': 232, 'caption': ""Basil Butcher was one of Wisden's Cricketers of the Year in 1970"", 'objectId': 1210273, 'peerUrls': None, 'longCaption': ""Basil Butcher was one of Wisden's Cricketers of the Year in 1970"", 'photographer': None}"
1316,12854,Keith Fletcher,1944-05-20,,M,right-hand bat,legbreak,1.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303900/303971.jpg","{'id': 303971, 'url': '/db/PICTURES/CMS/303900/303971.jpg', 'slug': 'keith-fletcher-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Keith Fletcher portrait', 'objectId': 1222873, 'peerUrls': None, 'longCaption': 'Keith Fletcher, May 2020', 'photographer': None}"
107463,1215488,Saeed Ahmed,,,M,,,204.0,,
70405,604302,Nicholas Pooran,1995-10-02,,M,left-hand bat,right-arm offbreak,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302200/302286.jpg","{'id': 302286, 'url': '/db/PICTURES/CMS/302200/302286.jpg', 'slug': 'nicholas-pooran-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Nicholas Pooran portrait', 'objectId': 1220424, 'peerUrls': None, 'longCaption': 'Nicholas Pooran portrait, Bristol, May 25, 2019', 'photographer': None}"
70702,626111,Salman Faris,1985-11-18,,M,left-hand bat,legbreak,27.0,,
71955,659073,Saif Ahmad,1998-04-11,,M,left-hand bat,right-arm offbreak,13.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/254600/254657.1.jpg","{'id': 254657, 'url': '/db/PICTURES/CMS/254600/254657.1.jpg', 'slug': 'saif-ahmad-portrait', 'width': 160, 'credit': 'Peter Della Penna', 'height': 200, 'caption': 'Saif Ahmad portrait', 'objectId': 1065028, 'peerUrls': None, 'longCaption': 'Saif Ahmad portrait, November 2016', 'photographer': None}"
862,6639,Jack Moroney,1917-07-24,1999-07-01,M,right-hand bat,,2.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/96600/96672.1.jpg","{'id': 96672, 'url': '/db/PICTURES/CMS/96600/96672.1.jpg', 'slug': 'jack-moroney-player-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 223, 'caption': 'Jack Moroney, player portrait', 'objectId': 380587, 'peerUrls': None, 'longCaption': 'Jack Moroney, player portrait, November 30, 1950', 'photographer': None}"
105319,1183917,Saqlain Ali,1997-11-02,,M,right-hand bat,right-arm medium,42.0,,
741,6612,Keith Miller,1919-11-28,2004-10-11,M,right-hand bat,right-arm fast,2.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/DB/102004/054940.player.jpg","{'id': 39726, 'url': '/db/PICTURES/DB/102004/054940.player.jpg', 'slug': 'keith-miller', 'width': 160, 'credit': 'The Cricketer International', 'height': 189, 'caption': 'Keith Miller', 'objectId': 6611, 'peerUrls': None, 'longCaption': 'Keith Miller', 'photographer': None}"
571,7356,Keith Rigg,1906-05-21,1995-02-28,M,right-hand bat,,2.0,,
1629,8581,Bill Athey,1957-09-27,,M,right-hand bat,right-arm offbreak,1.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303900/303919.jpg","{'id': 303919, 'url': '/db/PICTURES/CMS/303900/303919.jpg', 'slug': 'bill-athey-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Bill Athey portrait', 'objectId': 1222783, 'peerUrls': None, 'longCaption': 'Bill Athey, May 2020', 'photographer': None}"
1774,26329,Mohammad Azharuddin,1963-02-08,,M,right-hand bat,right-arm medium,6.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302400/302471.jpg","{'id': 302471, 'url': '/db/PICTURES/CMS/302400/302471.jpg', 'slug': 'mohammad-azharuddin-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 199, 'caption': 'Mohammad Azharuddin portrait', 'objectId': 1220683, 'peerUrls': None, 'longCaption': 'Mohammad Azharuddin portrait, April, 2020', 'photographer': None}"
985,52946,Garry Sobers,1936-07-28,,M,left-hand bat,left-arm fast-medium,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304000/304063.jpg","{'id': 304063, 'url': '/db/PICTURES/CMS/304000/304063.jpg', 'slug': 'garry-sobers-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 201, 'caption': 'Garry Sobers portrait', 'objectId': 1223028, 'peerUrls': None, 'longCaption': 'Garry Sobers portrait, May 2020', 'photographer': None}"
61866,440990,Lega Siaka,1992-12-21,,M,right-hand bat,right-arm fast-medium,20.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/148200/148245.jpg","{'id': 148245, 'url': '/db/PICTURES/CMS/148200/148245.jpg', 'slug': 'lega-siaka', 'width': 160, 'credit': 'Getty Images', 'height': 203, 'caption': 'Lega Siaka', 'objectId': 575934, 'peerUrls': None, 'longCaption': 'Lega Siaka, player portrait, August 6, 2012', 'photographer': None}"
2082,39954,Basit Ali,1970-12-13,,M,right-hand bat,right-arm offbreak,7.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/40300/40370.jpg","{'id': 40370, 'url': '/db/PICTURES/CMS/40300/40370.jpg', 'slug': 'basit-ali-1997', 'width': 102, 'credit': 'Quality Data Online', 'height': 137, 'caption': 'Basit Ali, 1997', 'objectId': 192967, 'peerUrls': None, 'longCaption': 'Basit Ali', 'photographer': None}"
6253,5674,Brad Hodge,1974-12-29,,M,right-hand bat,right-arm offbreak,2.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/146100/146172.1.jpg","{'id': 146172, 'url': '/db/PICTURES/CMS/146100/146172.1.jpg', 'slug': 'brad-hodge', 'width': 160, 'credit': 'Getty Images', 'height': 192, 'caption': 'Brad Hodge', 'objectId': 567229, 'peerUrls': None, 'longCaption': 'Brad Hodge', 'photographer': None}"
52210,297524,David Murphy,1989-06-24,,M,right-hand bat,,30.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/322400/322439.png","{'id': 322439, 'url': '/db/PICTURES/CMS/322400/322439.png', 'slug': 'david-murphy-player-page-headshot-cutout-2021', 'width': 600, 'credit': None, 'height': 436, 'caption': 'David Murphy player page headshot cutout, 2021', 'objectId': 1265120, 'peerUrls': None, 'longCaption': 'David Murphy player page headshot cutout, 2021', 'photographer': None}"
112100,1318204,Kalum Akurugoda,1991-05-21,,M,right-hand bat,right-arm medium,139.0,,
1283,11914,Basil D'Oliveira,1931-10-04,2011-11-19,M,right-hand bat,right-arm medium,1.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304500/304591.jpg","{'id': 304591, 'url': '/db/PICTURES/CMS/304500/304591.jpg', 'slug': 'basil-d-oliveira-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': ""Basil D'Oliveira portrait"", 'objectId': 1223853, 'peerUrls': None, 'longCaption': ""Basil D'Oliveira, May 2020"", 'photographer': None}"
49553,250386,Sami Rahmani,1988-08-13,,F,right-hand bat,right-arm medium,204.0,,
58190,372116,Temba Bavuma,1990-05-17,,M,right-hand bat,right-arm medium,3.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/317900/317941.jpg","{'id': 317941, 'url': '/db/PICTURES/CMS/317900/317941.jpg', 'slug': 'temba-bavuma-portrait', 'width': 160, 'credit': 'Cricket South Africa', 'height': 200, 'caption': 'Temba Bavuma portrait', 'objectId': 1254907, 'peerUrls': None, 'longCaption': 'Temba Bavuma portrait, November 26, 2020', 'photographer': None}"
1639,33975,Ravi Shastri,1962-05-27,,M,right-hand bat,slow left-arm orthodox,6.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304100/304187.png","{'id': 304187, 'url': '/db/PICTURES/CMS/304100/304187.png', 'slug': 'ravi-shastri-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 201, 'caption': 'Ravi Shastri portrait', 'objectId': 1223349, 'peerUrls': None, 'longCaption': 'Ravi Shastri portrait, May 2020', 'photographer': None}"
1090,52944,Joe Solomon,1930-08-26,,M,right-hand bat,legbreak,4.0,,
102923,1153703,Musa Shaheen,2004-02-25,,M,right-hand bat,right-arm medium-fast,13.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/351900/351955.3.jpg","{'id': 351955, 'url': '/db/PICTURES/CMS/351900/351955.3.jpg', 'slug': 'musa-shaheen-player-portrait-2023', 'width': 160, 'credit': None, 'height': 272, 'caption': 'Musa Shaheen, player portrait 2023', 'objectId': 1352138, 'peerUrls': None, 'longCaption': 'Musa Shaheen, player portrait 2023', 'photographer': None}"
1866,10653,David Capel,1963-02-06,2020-09-02,M,right-hand bat,right-arm medium-fast,1.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304400/304483.jpg","{'id': 304483, 'url': '/db/PICTURES/CMS/304400/304483.jpg', 'slug': 'david-capel-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'David Capel portrait', 'objectId': 1223730, 'peerUrls': None, 'longCaption': 'David Capel, May 2020', 'photographer': None}"
1096,7395,Gordon Rorke,1938-06-27,,M,left-hand bat,right-arm fast,2.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304300/304310.jpg","{'id': 304310, 'url': '/db/PICTURES/CMS/304300/304310.jpg', 'slug': 'gordon-rorke-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 201, 'caption': 'Gordon Rorke portrait', 'objectId': 1223492, 'peerUrls': None, 'longCaption': 'Gordon Rorke portrait, May 2020', 'photographer': None}"
112006,1313730,Mohammad Asaduzzaman,1993-01-01,,M,right-hand bat,right-arm offbreak,131.0,,
80425,820351,Rovman Powell,1993-07-23,,M,right-hand bat,right-arm medium-fast,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/246200/246267.1.jpg","{'id': 246267, 'url': '/db/PICTURES/CMS/246200/246267.1.jpg', 'slug': 'rovman-powell-player-portrait', 'width': 160, 'credit': 'CPL/Sportsfile', 'height': 212, 'caption': 'Rovman Powell player portrait', 'objectId': 1030741, 'peerUrls': None, 'longCaption': 'Rovman Powell player portrait', 'photographer': None}"
51482,290716,Kedar Jadhav,1985-03-26,,M,right-hand bat,right-arm offbreak,6.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302500/302569.jpg","{'id': 302569, 'url': '/db/PICTURES/CMS/302500/302569.jpg', 'slug': 'kedar-jadhav-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 202, 'caption': 'Kedar Jadhav portrait', 'objectId': 1220816, 'peerUrls': None, 'longCaption': 'Kedar Jadhav portrait, April, 2020', 'photographer': None}"
1980,41306,Moin Khan,1971-09-23,,M,right-hand bat,right-arm offbreak,7.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302700/302743.jpg","{'id': 302743, 'url': '/db/PICTURES/CMS/302700/302743.jpg', 'slug': 'moin-khan-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Moin Khan portrait', 'objectId': 1221077, 'peerUrls': None, 'longCaption': 'Moin Khan portrait, April, 2020', 'photographer': None}"
10130,6033,Mitchell Johnson,1981-11-02,,M,left-hand bat,left-arm fast,2.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/202600/202605.1.jpg","{'id': 202605, 'url': '/db/PICTURES/CMS/202600/202605.1.jpg', 'slug': 'mitchell-johnson-player-pic', 'width': 160, 'credit': 'Getty Images', 'height': 192, 'caption': 'Mitchell Johnson player pic', 'objectId': 817145, 'peerUrls': None, 'longCaption': 'Mitchell Johnson player profile pic', 'photographer': None}"
1568,30028,Kapil Dev,1959-01-06,,M,right-hand bat,right-arm fast-medium,6.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304000/304064.png","{'id': 304064, 'url': '/db/PICTURES/CMS/304000/304064.png', 'slug': 'kapil-dev-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 199, 'caption': 'Kapil Dev portrait', 'objectId': 1223029, 'peerUrls': None, 'longCaption': 'Kapil Dev portrait, May 2020', 'photographer': None}"
821,53238,Frank Worrell,1924-08-01,1967-03-13,M,right-hand bat,left-arm fast-medium,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/DB/042004/051384.player.jpg","{'id': 17195, 'url': '/db/PICTURES/DB/042004/051384.player.jpg', 'slug': 'frank-worrell', 'width': 160, 'credit': 'The Cricketer International', 'height': 185, 'caption': 'Frank Worrell', 'objectId': 53237, 'peerUrls': None, 'longCaption': 'Frank Worrell', 'photographer': None}"
15473,32498,Yusuf Pathan,1982-11-17,,M,right-hand bat,right-arm offbreak,6.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/202700/202769.1.jpg","{'id': 202769, 'url': '/db/PICTURES/CMS/202700/202769.1.jpg', 'slug': 'yk-pathan-player-pic', 'width': 160, 'credit': 'Getty Images', 'height': 192, 'caption': 'YK Pathan player pic', 'objectId': 817505, 'peerUrls': None, 'longCaption': 'YK Pathan player profile pic', 'photographer': None}"
1395,6518,Bob Massie,1947-04-14,,M,left-hand bat,right-arm medium-fast,2.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/51400/51445.jpg","{'id': 51445, 'url': '/db/PICTURES/CMS/51400/51445.jpg', 'slug': 'bob-massie-walks-off', 'width': 160, 'credit': 'ESPNcricinfo Ltd', 'height': 189, 'caption': 'Bob Massie walks off', 'objectId': 212811, 'peerUrls': None, 'longCaption': ""Bob Massie walks off after taking 16 wickets at Lord's, 1972"", 'photographer': None}"
66259,530812,Akeal Hosein,1993-04-25,,M,left-hand bat,slow left-arm orthodox,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/326100/326139.4.jpg","{'id': 326139, 'url': '/db/PICTURES/CMS/326100/326139.4.jpg', 'slug': 'akeal-hosein-player-portrait', 'width': 160, 'credit': 'AFP/Getty Images', 'height': 292, 'caption': 'Akeal Hosein, player portrait', 'objectId': 1274398, 'peerUrls': None, 'longCaption': 'Akeal Hosein, player portrait', 'photographer': 'Randy Brooks'}"
70633,625371,Hardik Pandya,1993-10-11,,M,right-hand bat,right-arm medium-fast,6.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304200/304201.png","{'id': 304201, 'url': '/db/PICTURES/CMS/304200/304201.png', 'slug': 'hardik-pandya-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 201, 'caption': 'Hardik Pandya portrait', 'objectId': 1223366, 'peerUrls': None, 'longCaption': 'Hardik Pandya portrait, May 2020', 'photographer': None}"
1301,15917,Alan Knott,1946-04-09,,M,right-hand bat,right-arm offbreak,1.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/326500/326501.4.jpg","{'id': 326501, 'url': '/db/PICTURES/CMS/326500/326501.4.jpg', 'slug': 'alan-knott-player-portrait', 'width': 160, 'credit': 'PA Photos/Getty Images', 'height': 216, 'caption': 'Alan Knott, player portrait', 'objectId': 1275473, 'peerUrls': None, 'longCaption': 'Alan Knott, player portrait', 'photographer': None}"
112031,1314064,Ali Farasat,1992-12-13,,M,right-hand bat,right-arm offbreak,139.0,,
112198,1318855,Zaker Taqawi,2001-12-08,,M,left-hand bat,,204.0,,
2180,55307,Stuart Carlisle,1972-05-10,,M,right-hand bat,right-arm medium,9.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/DB/072004/053335.player.jpg","{'id': 28806, 'url': '/db/PICTURES/DB/072004/053335.player.jpg', 'slug': 'stuart-carlisle', 'width': 160, 'credit': 'Getty Images', 'height': 213, 'caption': 'Stuart Carlisle', 'objectId': 55306, 'peerUrls': None, 'longCaption': 'Stuart Carlisle', 'photographer': None}"
1204,52441,Deryck Murray,1943-05-20,,M,right-hand bat,legbreak,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/32800/32860.4.jpg","{'id': 32860, 'url': '/db/PICTURES/CMS/32800/32860.4.jpg', 'slug': 'deryck-murray-player-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 220, 'caption': 'Deryck Murray, player portrait', 'objectId': 52440, 'peerUrls': None, 'longCaption': 'Deryck Murray, player portrait', 'photographer': None}"
112012,1313740,Saran Aslam,1991-05-11,,M,right-hand bat,right-arm medium,13.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/351900/351958.4.jpg","{'id': 351958, 'url': '/db/PICTURES/CMS/351900/351958.4.jpg', 'slug': 'saran-aslam-player-portrait-2023', 'width': 160, 'credit': None, 'height': 263, 'caption': 'Saran Aslam, player portrait 2023', 'objectId': 1352142, 'peerUrls': None, 'longCaption': 'Saran Aslam, player portrait 2023', 'photographer': None}"
886,37244,Johnny Hayes,1927-01-11,2007-12-25,M,right-hand bat,right-arm fast,5.0,,
1771,32323,Manoj Prabhakar,1963-04-15,,M,right-hand bat,right-arm medium,6.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/DB/042005/059612.player.jpg","{'id': 18092, 'url': '/db/PICTURES/DB/042005/059612.player.jpg', 'slug': 'manoj-prabhakar', 'width': 160, 'credit': 'Getty Images', 'height': 177, 'caption': 'Manoj Prabhakar', 'objectId': 32322, 'peerUrls': None, 'longCaption': 'Manoj Prabhakar', 'photographer': None}"
49247,234675,Ravindra Jadeja,1988-12-06,,M,left-hand bat,slow left-arm orthodox,6.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302300/302394.jpg","{'id': 302394, 'url': '/db/PICTURES/CMS/302300/302394.jpg', 'slug': 'ravindra-jadeja-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Ravindra Jadeja portrait', 'objectId': 1220591, 'peerUrls': None, 'longCaption': 'Ravindra Jadeja portrait, April 2020', 'photographer': None}"
1850,11865,Phil DeFreitas,1966-02-18,,M,right-hand bat,right-arm fast-medium,1.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304400/304487.jpg","{'id': 304487, 'url': '/db/PICTURES/CMS/304400/304487.jpg', 'slug': 'phil-defreitas-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 200, 'caption': 'Phil DeFreitas portrait', 'objectId': 1223734, 'peerUrls': None, 'longCaption': 'Phil DeFreitas, May 2020', 'photographer': None}"
80451,820691,Odean Smith,1996-11-01,,M,right-hand bat,right-arm fast-medium,4.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/348100/348147.4.jpg","{'id': 348147, 'url': '/db/PICTURES/CMS/348100/348147.4.jpg', 'slug': 'odean-smith-player-portrait', 'width': 160, 'credit': 'ICC/Getty Images', 'height': 244, 'caption': 'Odean Smith, player portrait', 'objectId': 1341477, 'peerUrls': None, 'longCaption': 'Odean Smith, player portrait', 'photographer': 'Matt King'}"
54282,326016,Bhuvneshwar Kumar,1990-02-05,,M,right-hand bat,right-arm medium,6.0,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304100/304194.png","{'id': 304194, 'url': '/db/PICTURES/CMS/304100/304194.png', 'slug': 'bhuvneshwar-kumar-portrait', 'width': 160, 'credit': 'Getty Images', 'height': 199, 'caption': 'Bhuvneshwar Kumar portrait', 'objectId': 1223359, 'peerUrls': None, 'longCaption': 'Bhuvneshwar Kumar portrait, May 2020', 'photographer': None}"
